Name,DetailedInfo,SupportInfo,Target,HowtoRegister,URL,Category1,Category2,Category3,toktokid
"선천성대사이상 검사 및 환아관리","사전 예방적 입장에서 신생아를 건강관리합니다.","환아관리 및 선천성 대사 이상 검사비를 지원합니다.
환아관리의 경우. 특수식이(특수조제분유. 저단백햇반) 및 선천성 갑상선기능저하증 의료비(연 25만원 한도)를 지원합니다.
선천성 대사이상 선별검사비 2~4만원을 지원하며. 2차 정밀 검사비용의 경우 7만원 한도로 지원합니다.
정밀검사 결과 선천성대사이상 질환으로 확진된 환아는 의료기관의 검사결과 등 증빙서류를 구비하여 관할 보건소장에게 검사비를 청구합니다.
시장/군수/구청장은 환아가 제출한 검사결과 등 증빙서류를 확인하고 환아가 부담한 본인부담금을 지원(비급여항목 제외)하고 보건소에 등록하고 관리합니다.","선천성대사이상 검사비 지원 대상자는 기준중위소득 180%이하 가구의 영아입니다.
환아관리대상자는 2차 정밀검사결과 선천성 대사 이상 질환으로 진단된 자로서 특수조제분유 및 저단백식품 등의 의료 지원이 필요하다고 인정된 신청일 현재 만 19세 미만의 환아입니다.
선천성 대사 이상 질환은 고전적 페닐케톤뇨증 환아. 타이로신혈증. 단풍시럽뇨병. 메틸말론산혈증/프로피온산혈증. 아이소발레린산혈증. 지방산대사장애. 호모시스틴뇨. 요소회로대사장애(아르지닌혈증. 시트룰린혈증 등). 글루타르산뇨. 고글라이신혈증. 갈락토스혈증. 고칼슘혈증. 선천성 갑상선기능저하증 환아입니다.
희귀 등 기타 질환은 크론병. 단장증후군. 담도폐쇄증. 장림프관확장증 환아를 대상으로 합니다.
만 나이는 출생월을 기준으로 합니다.(예시: '01년생은 '20년 출생월 말에 지원 종료. '01.5.15. 출생 환아는 '20.5.31.까지 지원)","보건소를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=041&welInfSno=236&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,아이건강,11
"선천성 난청검사 및 보청기 지원","선천성 난청을 조기진단고 조기 재활을 통해 난청으로 인해 발생할 수 있는 언어 지능 발달장애 사회부적응 등을 예방하고 건강한 성장을 도모합니다.","신생아청각선별검사비를 지원합니다.(AOAE 10.000원. AABR 27.000원)
청각선별검사결과 재검(refer)으로 판정된 경우에는 난청 확진 검사비를 지원합니다.(ABR 본인부담금)
난청 확진아에게 보청기를 지원합니다.(131만원 한도)","시ㆍ군ㆍ구(보건소) 관할 지역에 주소지를 둔 신생아를 지원합니다.
예산의 범위 내에서 시장. 군수. 구청장 또는 보건소장이 지원이 필요하다고 인정한 경우에도 지원합니다.","보건소를 방문하여 서비스를 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=041&welInfSno=237&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,아이건강,12
출산육아기고용안정장려금,"육아휴직·육아기 근로시간 단축 부여에 따른 사업주의 노무 비용 부담을
완화시키고 출산전후휴가·육아휴직등 기간 중 대체 인력 활용을 촉진하여
육아휴직·육아기 근로시간 단축 활성화 및 고용안정을 도모합니다.","근로자에게 육아휴직 또는 육아기 근로시간 단축을 30일 이상 부여하고. 해당 근로자를 육아휴직 등 조욜 후 6개월 이상 고용 유지한 사업주에게 출산육아기 고용안정장려금을 다음과 같이 지원합니다.
지원기간 : 육아기 또는 육아기 근로시간 단축 부여기간 동안 지원(최대 1년)
지원수준
- 육아휴직 부여시 우선지원대상기업은 1명당 월 30만원(대규모기업은 해당없음). 사업장에 육아휴직자 최초 발생시 1호 인센티브로 월 10만원 추가 지원
- 육아기 근로시간 단축 허용시 1명당 우선지원대상기업 월 30만원 지원(대규모기업은 10만원)
출산전후휴가(유산 사산휴가).육아휴직 또는 육아기 근로시간 단축의 시작일 전 60일이 되는 날부터 신규로 대체인력을 채용하여 30일 이상 고용하고. 육아휴직 등이 끝난 후 육아휴직 등을 사용한 근로자를 30일 이상 계속 고용한 사업주에게 출산육아기 대체인력 지원금을 다음과 같이 지원합니다.
지원기간: 육아휴직등 기간 중 대체인력을 채용한 기간(인수인계기간 2개월 포함)
지원수준
- 인수계기간(최대 2개월)은 우선지원대상기업 월 120만원. 대규모기업 월 30만원
- 채용기간은 우선지원대상기업 월 60만원. 대규모기업 월 30만원","비정규직 여성근로자가 육아휴직이나 육아기 근로시간 단축을 신청한 경우. 사업주에게 지원합니다.","사업주가 고용센터에 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=042&welInfSno=106&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,재직자,13
"모성보호육아지원
(출산전후휴가(유산ㆍ사산휴가 포함) 급여.
육아휴직등 급여)","출산 전후에 휴가급여와 육아휴직급여. 육아기 근로시간 단축급여를 제공하여
출산으로 인한 직장 여성의 이직을 방지하고
사업주의 여성 고용기피 요인을 해소합니다.","출산전·후 휴가급여로 통상임금의 100%를 지급합니다.
단태아: 우선지원 대상기업은 90일 최대 600만원. 대규모기업은 30일 최대 200만원 지원
다태아: 우선지원 대상기업은 120일 최대 800만원. 대규모기업은 45일 최대 300만원 지원
하한액: 근로자의 통상임금(단. 통상임금이 최저임금액에 미달되는 경우 최저임금액) 지급
육아휴직 시작일부터 3개월까지는 육아휴직 개시일 기준 통상임금의 80%를 지원합니다.(상한액 150만원. 하한액 70만원)
육아휴직 4개월째부터 육아휴직 종료일까지는 육아휴직 개시일 기준 통상임금의 50%를 지원합니다.(상한액 120만원. 하한액 70만원)
같은 자녀에 대해 부모가 순차적으로 육아휴직을 사용하는 경우. 두 번째 사용한 사람의 육아휴직 3개월 급여는 통상임금의 100%를 지원합니다.(상한액 250만원)
육아기 근로시간 단축 급여를 아래와 같이 지급합니다.
최초 주 5시간 단축분 : 통상임금의 100%(상한액 200만원. 하한액 50만원) × 5 /단축 전 소정근로시간
나머지 근로시간 단축분 : 통상임금의 100%(상한액 150만원. 하한액 50만원) ×(단축 전 소정근로시간-단축 후 소정근로시간-5)/단축 전 소정근로시간","출산전후휴가(유산ㆍ사산휴가 포함). 육아휴직 및 육아기 근로시간 단축을 사용한 근로자에게 지원합니다.","고용센터를 방문하거나 우편. 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=042&welInfSno=146&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,재직자,14
"국민연금 출산크레딧","출산장려 및 연금수급기회 확대를 위해 둘째 이상 자녀를 출산한 국민연금 가입자에게 추가 혜택을 드립니다.","자녀의 수에 따라 국민연금 가입기간을 추가합니다.
* 최대 50개월

자녀가 2명인 경우에는 12개월 추가
자녀가 3명 이상인 경우에는 12개월 + 2자녀를 초과하는 1명마다 18개월 추가","둘째 이상 자녀를 출산한 국민연금가입자를 지원합니다.","국민연금공단을 직접 방문하시거나 우편. 인터넷 홈페이지 등으로 신청",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=043&welInfSno=26&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,생활지원,15
"고용보험 미적용자 출산급여 지원","소득활동을 하고 있으나 고용보험의 '출산전후휴가급여'를 지원받지 못하는 출산여성에게 출산급여를 지원합니다.","고용보험 미적용 출산급여 지원 대상자에게 다음과 같이 지원됩니다.
출산급여 : 총 150만원(월 50만원 x 3월분)
* 유산. 사산의 경우는 임신기간에 따라 급여수준과 지급횟수 상이
- 임신기간 15주까지 : 30만원 / 6~21주 : 50만원 / 22~27주 : 100만원 / 28주 이상 : 150만원
신청기간 : 출산일 ~ 출산일로부터 1년 이내(※기간내 미신청시 소멸)
신청방법 : 방문. 우편. 인터넷 (본인 또는 소속 사업장의 주소지 관할 고용센터)
지급 결정 / 지급 : 신청접수 후 14일 이내 지급(부지급) 결정 및 통지 / 본인계좌로 지급","소득활동을 하고 있지만 고용보험 미적용으로 '출산전후휴가급여'를 받지 못하는 출산여성(유산. 사산의 경우 포함)에게 지원합니다.","고용보험 홈페이지(www.ei.go.kr)에 회원 가입 후 신청하거나. 가까운 고용센터를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=043&welInfSno=17150&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,생활지원,16
"입양숙려기간 모자지원사업","미혼 또는 이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에
동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다.","아래의 서비스 이용비용을 지원합니다.
가정 내 산후지원인력의 가정방문서비스 1주일 지원(아동 생필품비 포함): 50만원
가정 내에서 가족 또는 친구 등 지인의 도움을 받기 원할 경우 1주일 지원: 35만원
미혼모자가족시설 입소 시. 산후지원인력 인건비 1주일 지원: 40만원
1주 산후조리원 이용료 지원(아동 생필품비 및 생모 식료품비 등 포함): 최대 70만원
※ 1주 이용료가 70만원 미만일 경우. 실비 지원","지원기간 동안 입양에 동의한 사실이 없는 출산 예정 또는 출산한 미혼/이혼 한부모를 지원합니다.","관할 시/군/구청을 방문해서 신청합니다.
미혼모자가족복지시설 입소 신청자는 시설주소지 관할 시/군/구청에 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=01&searchCtgId=043&welInfSno=46&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,임신출산,생활지원,17
"만 0-5세 보육료 지원사업","어린이집을 이용하는 영유아의 보육료를 지원하여 양육의 부담을 덜고.
가정의 경제를 돕습니다.","연령에 따라 다음과 같이 차등하여 보육료를 지원합니다.
만0세반 : (기본보육) 470.000원 / (야간) 470.000원 / (24시) 705.000원
만1세반 : (기본보육) 414.000원 / (야간) 414.000원 / (24시) 621.000원
만2세반 : (기본보육) 343.000원 / (야간) 343.000원 / (24시) 514.500원
만3세반 : (기본보육) 240.000원 / (야간) 240.000원 / (24시) 360.000원
만4세반 : (기본보육) 240.000원 / (야간) 240.000원 / (24시) 360.000원
만5세반 : (기본보육) 240.000원 / (야간) 240.000원 / (24시) 360.000원","어린이집을 이용하는 만 0~5세 아동의 보육료를 지원합니다.","등록지 읍/면/동 주민센터에 방문하거나 복지로로 온라인신청(online.bokjiro.go.kr)을 합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=02&searchCtgId=001&welInfSno=292&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,영유아,보육지원,18
"가정양육수당 지원","가정에서 아이를 돌보는 가정 양육 시. 부모의 자녀 양육에 대한
부담을 경감하고 보육 서비스 선택권을 보장합니다","양육수당은 아동의 월령에 따라 차등 지급합니다.
12개월 미만: 200.000원 지원
12개월 이상 23개월: 150.000원 지원
24개월 이상 86개월 미만(취학전): 100.000원 지원
장애아동 양육수당은 장애아동의 월령에 따라 차등 지급합니다.
36개월 미만 : 200.000원 지원
36개월 이상 86개월 미만(취학전) : 100.000원 지원
농어촌 양육수당은 농어촌에 살고 있는 아동의 월령에 따라 차등 지급합니다.
12개월 미만: 200.000원 지원
12개월 이상 23개월: 177.000원 지원
24개월 이상 35개월: 156.000원 지원
36개월 이상 47개월: 129.000원 지원
48개월 이상 86개월 미만(취학전): 100.000원 지원
아동이 해외에 90일 이상 체류하는 경우에는 영유아보육법에 따라 지원이 정지됩니다.","소득수준에 관계 없이 어린이집. 유치원(특수학교 포함). 종일제 아이돌봄 서비스 지원을 받지 않고. 가정에서 영유아(초등학교 미취학인 최대 86개월 미만 아동)를 돌보는 경우에 지원합니다.","등록지 읍/면/동 주민센터에 방문하거나 복지로에서 온라인신청(online.bokjiro.go.kr)이 가능 합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=02&searchCtgId=001&welInfSno=295&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,영유아,보육지원,19
"공동육아나눔터 운영","이웃 간의 자녀돌봄 품앗이를 구성하여 핵가족화로 인한 육아부담을 경감시키고
지역중심의 자녀양육환경을 조성합니다.","안전하고 쾌적한 자녀 돌봄 활동 장소를 제공합니다.
공동육아나눔터에서 장난감 및 도서를 이용하거나 대여할 수 있도록 지원합니다.
부모들 간 자녀양육에 대한 경험 및 정보 교류의 기회를 제공합니다.
주민들은 이웃 간 자녀돌봄 품앗이 활동에 참여할 수 있습니다.","취학 전·후의 아동 및 부모에게 지원합니다.","지역 건강가정지원센터에 문의 후 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=02&searchCtgId=001&welInfSno=65&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,영유아,보육지원,20
"장애아 보육료 지원","어린이집을 이용하는 장애아의 보육료를 지원하여
부모의 경제적 부담을 경감합니다.","장애아반 편성아동은 478.000원을 지원합니다.
만 3~5세 누리반(장애아)아동은 478.000원을 지원합니다.
일반아동반 편성 장애아동은 시·도지사가 고시한 연령별 보육료 수납한도액을 지원합니다.","장애인복지카드(등록증)를 소유한 미취학 만 12세 이하의 장애아동을 지원합니다.
단. 다음의 아동에 대해서는 예외적으로 지원할 수 있습니다.
장애인 등에 대한 특수교육법 제15조에 따라 특수교육 대상자로 선정된 만 3~5세 아동이 특수교육대상자 진단/평가 결과 통지서를 제출한 경우
취학연령이 되었음에도 부득이하게 질병 등의 사유로 일반 초등학교 및 특수학교에 취학하지 못한 장애아동(장애인 복지카드를 소지하거나 특수교육 대상자 진단/평가 결과 통지서를 제출한 경우임. 단. 담당자는 취학유예 여부 확인하여야 하며 특수교육 대상자 진단/평가 결과 통지서 제출자의 경우 만8세까지 지원 가능)
장애인복지카드 또는 특수교육 대상자 진단.평가 결과 통지서를 미소지한 만 5세이하 영유아도 장애소견이 있는 의사진단서를 제출할 경우
장애아가 부득이하게 휴학한 경우에도 보육료 지원 가능(단. 장애인복지카드 소지자는 만 6세 이상 만 12세까지 지원. 특수교육 대상자 진단/평가 결과 통지서를 제출한 경우 만 6세 이상 만 8세까지 지원 가능)
장애아동이 정부지원을 받는 특수학교(유치부 또는 초등학교 과정)를 이용할 경우 장애아무상보육료 지원 불가하며. 초등학교 과정 아동은 방과후 보육료 지원 가능
※ 특수교육대상자의 경우 만 8세까지 장애아방과후보육료 지원 가능","읍/면/동 주민센터를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=02&searchCtgId=001&welInfSno=293&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,영유아,보육지원,21
"방과후 보육료 지원","어린이집을 이용하는 취학아동의 방과후 보육료를 지원하여
양육의 부담을 줄이고 원활한 경제활동을 돕습니다.
","일반 아동의 경우. 월 10만 원을 지원합니다.
일일 4시간 미만 이용 시에는 지원하지 않음
장애 아동의 경우. 교사 대 아동 비율을 1:3으로 반을 편성하고. 방과후 및 장애아보육 보수교육과정을 이수한 교사를 별도 배치하여 보육 시 장애아 보육료의 50%인 239.000원을 지원합니다(6개월 이내에 방과후 및 장애아 보수교육과정을 이수할 것을 전제로 교사를 배치한 경우에는 별도 교사를 배치한 것으로 간주).
교사 대 아동 비율(1:3)을 준수하지 않거나. 방과후 및 장애아보육 보수교육과정을 이수한 교사를 배치하지 않은 경우. 정부지원시설은 월 10만원. 정부미지원시설은 시/도지사가 정한 만 5세아 보육료 수납한도액의 50%를 지원
방학기간 종일제 보육을 실시한 경우. 월 20만원을 이용일자에 따라 일할 계산하여 지원합니다.
예시: 10일 이용 시. 정부지원단가 × 10 /26(보육가능일수) 지급
장애아동은 장애아 보육료를 100% 지원하고.이용일자에 따라 일할 계산하여 지원","차상위 이하(법정 저소득층 포함) 및 장애아동에 해당되는 취학아동이 방과후에 어린이집을 일일 4시간 이상 이용하는 경우 지원합니다.","읍/면/동 주민센터에 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=02&searchCtgId=001&welInfSno=294&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,영유아,보육지원,22
